title,subjects,keywords,cited_by
BAG-Net: a boundary detection and multiple attention-guided network for liver ultrasound image automatic segmentation in ultrasound guided surgery,Unknown,None,1
MultiIB-TransUNet: Transformer with multiple information bottleneck blocks for CT and ultrasound image segmentation,Unknown,None,3
Dual-Channel Reliable Breast Ultrasound Image Classification Based on Explainable Attribution and Uncertainty Quantification,Unknown,None,0
CAM-QUS guided self-tuning modular CNNs with multi-loss functions for fully automated breast lesion classification in ultrasound images,Unknown,None,4
EDSRNet: An Enhanced Decoder Semantic Recovery Network for 2D Medical Image Segmentation,Unknown,None,0
Cross-disciplinary Cooperation for Digital Resilience,Unknown,None,0
Benign and Malignant Detection and Classification for Small Size Image of Breast Tumor Recognition System using U-Net Model,Unknown,None,0
HSC-T: B-ultrasound-to-elastography Translation via Hierarchical Structural Consistency Learning for Thyroid Cancer Diagnosis,Unknown,None,0
Automated Product Categorization and Sales Forecasting: A Machine Learning Approach for Retail Analytics,Unknown,None,0
Node-Based Graph Convolutional Network with SLIC Method for Breast Cancer Ultrasound Images Classification,Unknown,None,0
The Fourth Industrial Revolution (IR4.0): Aligning Competencies for Halal Executives,Unknown,None,0
Morality and Profit The Typology of a Troubled Relationship,Unknown,None,0
Exploring Advanced Segmentation Strategies for Breast Cancer Detection: A Comparative Study of U-Net Variants and Ensemble Model,Unknown,None,0
MM-UNeXt: Multi-Module Medical Image Segmentation Network Based on Subregions and Spatial Shifts,Unknown,None,0
US-SAM:An Automatic Prompt Sam for Ultrasound Image,Unknown,None,0
An EfficientNet integrated ResNet deep network and explainable AI for breast lesion classification from ultrasound images,Unknown,None,0
The Formality Status and Operation Efficiency of Vietnam Household Business in Post Covid-19 Pandemic,Unknown,None,0
"University and Industry Collaboration in Knowledge Sharing, Research-Technology Transfer, and Innovation",Unknown,None,0
ACA U-Net: Asymmetric Channel Attention Mechanism for Semantic Segmentation of Breast Ultrasound Images,Unknown,None,0
CTUnet: A Novel Paradigm Integrating CNNs and Transformers for Medical Image Segmentation,Unknown,None,0
A Novel Super-pixel Grid Mixing-Based Augmentation with a Feature Fusion of Convolutional Networks for Breast Ultrasound Image Segmentation,Unknown,None,0
Structural tensor and frequency guided semi-supervised segmentation for medical images,Unknown,None,0
A Lightweight Ultrasound Image Denoiser Using Parallel Attention Modules and Capsule Generative Adversarial Network,Unknown,None,1
Performance measurement of reading teaching-learning Business Processes: Case of whole-word and syllabic reading methods in primary schools,Unknown,None,0
FD-DUNet: Frequency Domain Global Modeling Enhances Receptive Field Expansion UNet for Efficient Medical Image Segmentation,Unknown,None,0
ANALYSIS OF THE ONLINE SERVICE PROVIDER’S ROLE AND ITS TAX LIABILITY. COMMENTS ON ECJ JUDGEMENT ONLYFANS,Unknown,None,0
Breast Cancer Detection by Prototypical Networks using Few Shot Learning,Unknown,None,0
Multiple GPU parallel real-time segmentation on breast lesions for ultrasound videos,Unknown,None,0
"Marketing innovation, subjective norms, behavioral control and intention to adoption of artificial intelligence",Unknown,None,0
Transforming the nigerian insurance sector: A study on business process reengineering (bpr) impact,Unknown,None,0
Guicaf2023 conference (Scope: Organizational sustainability/management) charting new horizons in family tourism entrepreneurship and sustainability: Women in business succession,Unknown,None,0
Corporate social responsibility and customer loyalty from a literary perspective,Unknown,None,0
Separation Is for Better Reunion: Data Lake Storage at Huawei,Unknown,None,0
A Deep Hybrid System for Effective Diagnosis of Breast Cancer,Unknown,None,0
An Optimal U-Net++ Segmentation Method for Dataset BUSI,Unknown,None,0
Breast Cancer Segmentation From Ultrasound Images Using Multiscale Cascaded Convolution With Residual Attention-Based Double Decoder Network,Unknown,None,1
A novel MLP-Mixer and channel attention based network for medical image segmentation,Unknown,None,0
A Complementary Global and Local Knowledge Network for Ultrasound Denoising with Fine-grained Refinement,Unknown,None,0
EU<sup>2</sup>-Net: A Parameter Efficient Ensemble Model with Attention-Aided Triple Feature Fusion for Tumor Segmentation in Breast Ultrasound Images,Unknown,None,0
Attentive U-Net with Physics-Informed Loss for Noise Suppression in Medical Ultrasound Images,Unknown,None,0
A Cross-Attention and Multilevel Feature Fusion Network for Breast Lesion Segmentation in Ultrasound Images,Unknown,None,1
AEGANB3: An Efficient Framework with Self-attention Mechanism and Deep Convolutional Generative Adversarial Network for Breast Cancer Classification,Unknown,None,0
The contractile machines of the heart,Unknown,None,0
A hybrid approach of simultaneous segmentation and classification for medical image analysis,Unknown,None,0
Transfer Learning Fine-Tuning Strategies for Enhanced Ultrasound Breast Cancer Classification,Unknown,None,0
MMMU: A Massive Multi-Discipline Multimodal Understanding and Reasoning Benchmark for Expert AGI,Unknown,None,3
Breast Cancer Classification through Meta-Learning Ensemble Model based on Deep Neural Networks,Unknown,None,0
A Data Augmentation Approach to Enhance Breast Cancer Segmentation,Unknown,None,0
A Tumor Segmentation Method Based on Mean-Teacher Reusing Pseudo-Labels,Unknown,None,0
Deep learning-based segmentation of breast masses using convolutional neural networks,Unknown,None,1
BGRD-TransUNet: A Novel TransUNet-Based Model for Ultrasound Breast Lesion Segmentation,Unknown,None,2
MCNMF-Unet: a mixture Conv-MLP network with multi-scale features fusion Unet for medical image segmentation,Unknown,None,5
Breast Cancer Segmentation From Ultrasound Images Using Deep Dual-Decoder Technology With Attention Network,Unknown,None,5
Uncertainty-aware deep learning-based CAD system for breast cancer classification using ultrasound and mammography images,Unknown,None,2
BCUIS-Net: A breast cancer ultrasound image segmentation network via boundary-aware and shape feature fusion,Unknown,None,0
The Potential of Digital Tools at the Service of the Mathematical Community,Unknown,None,0
HAU-Net: Hybrid CNN-transformer for breast ultrasound image segmentation,Unknown,None,10
Distilling Knowledge From an Ensemble of Vision Transformers for Improved Classification of Breast Ultrasound,Unknown,None,3
An efficient deep learning scheme to detect breast cancer using mammogram and ultrasound breast images,Unknown,None,42
Breast cancer prediction by ensemble meta-feature space generator based on deep neural network,Unknown,None,4
LMU-Net: lightweight U-shaped network for medical image segmentation,Unknown,None,0
Sustainable performance management in the eu sme sector. A review and analysis of concepts and methods of strategic management accounting,Unknown,None,2
THE RESILIENCE AND ADAPTABILITY OF AN INNOVATIVE ECOSYSTEM OF CREATIVE ENTREPRENEURS DURING CRISIS TIMES: BALTIC CREATIVE CIC – A CASE STUDY,Unknown,None,0
SFNet: Saliency fast Fourier convolutional Network for medical image segmentation,Unknown,None,0
A Novel Artificial Intelligence Techniques for Women Breast Cancer Classification Using Ultrasound Images,Unknown,None,0
TBUnet: A Pure Convolutional U-Net Capable of Multifaceted Feature Extraction for Medical Image Segmentation,Unknown,None,0
Legal considerations when advising on business continuity,Unknown,None,0
EU-Net: Automatic U-Net neural architecture search with differential evolutionary algorithm for medical image segmentation,Unknown,None,7
G-UNeXt: a lightweight MLP-based network for reducing semantic gap in medical image segmentation,Unknown,None,5
EfficientU-Net: A Novel Deep Learning Method for Breast Tumor Segmentation and Classification in Ultrasound Images,Unknown,None,7
A novel medical image segmentation approach by using multi-branch segmentation network based on local and global information synchronous learning,Unknown,None,20
Dynamic hierarchical multi-scale fusion network with axial MLP for medical image segmentation,Unknown,None,6
The influence of social media marketing activities on customer loyalty: A study of e-commerce industry,Unknown,None,13
SaTransformer: Semantic-aware transformer for breast cancer classification and segmentation,Unknown,None,6
US-Net: A Breast Ultrasound Image Segmentation using Deep Learning,Unknown,None,1
Breast cancer classification based on convolutional neural network and image fusion approaches using ultrasound images,Unknown,None,4
DBU-Net: Dual branch U-Net for tumor segmentation in breast ultrasound images,Unknown,None,5
"Classification of Breast Masses Using Ultrasound Images by Approaching GAN, Transfer Learning, and Deep Learning Techniques",Unknown,None,3
2S-BUSGAN: A Novel Generative Adversarial Network for Realistic Breast Ultrasound Image with Corresponding Tumor Contour Based on Small Datasets,Unknown,None,0
RMAU-Net: Breast Tumor Segmentation Network Based on Residual Depthwise Separable Convolution and Multiscale Channel Attention Gates,Unknown,None,1
A novel wavelet-transform-based convolution classification network for cervical lymph node metastasis of papillary thyroid carcinoma in ultrasound images,Unknown,None,3
A dual-stage transformer and MLP-based network for breast ultrasound image segmentation,Unknown,None,8
U-Net transfer learning backbones for lesions segmentation in breast ultrasound images,Unknown,None,7
