File,Subjects,Keywords,Cited-by-count
202201829.json,AGRI;ENGI;ENVI;EART,systematic conservation planning;species distribution model;conservation gap;MPA network;elasmobranch;marine sharks,2
202203814.json,ECON;BUSI,Coffee shops;Distribution channels;Ready-to-drink coffee;Theory of planned behavior;Behavioral reintention;Content sensory attribute beliefs;Price signaling;Perceived utilitarian value;Coffee chains;Retail stores,3
202202706.json,COMP;MATH;PHYS;CHEM,Bonferroni mean operators;Cubic intuitionistic complex fuzzy sets;TOPSIS methods;Decision-making techniques,3
202201983.json,PSYC;BIOC;MEDI,Sit-to-stand;Nystagmus;Eye movements;Virtual reality;Postural balance,0
202200691.json,EART;SOCI,Japan;Perceived usefulness;Perceived information provision;Worriedness;COVID-19,1
202202356.json,BIOC;ENVI,Children respiratory symptoms;Parental mental health;Air pollution;Land-use types,4
202203951.json,COMP;ENGI;MATH,Fault tolerance;Byzantine consensus;bitcoin;blockchain;Health care,15
202202643.json,BUSI;ENVI;SOCI,difference-in-differences (DID);impact evaluation;DID estimation;economic impact;Sports tourism,0
202200384.json,MEDI,Government schools;Health education;Teachers;Diabetes;Communicable diseases;Prevention,1
202202213.json,CENG;MATE;CHEM,Taguchi’s method;Grey relational analysis;drug delivery system;hydrogel beads,8
202203052.json,DENT,dentifrices;dentin desensitizing agents;dentin sensitivity;periodontal debridement;periodontitis,3
202201595.json,PHYS,,2
202203402.json,ENER,failure mode and effect analysis;FMEA;carbon capture;petroleum refinery;carbon storage,1
202200107.json,PHYS;MATE,hardness;Ni-W/B composite coatings;electrodeposition;wear;heat treatment,1
202200557.json,IMMU;MEDI,,0
202202090.json,MEDI,Neck pain;Low back pain;Active break;Sedentary worker;Postural shift;Moderator,2
202201716.json,BIOC,systems microbiology;virus discovery;virus–host interaction;viral metagenomic;Virome,3
202200804.json,AGRI;VETE,Altrenogest;GnRH;Buserelin;FTAI;Reproduction;Pig,2
202202839.json,BIOC;NEUR,older adults (50 years and above);hearing loss;visuospatial;hearing;cognitive performance;hearing impaired,1
202201346.json,MEDI,Breast surgery;General surgery;Breast cancer,0
202203681.json,MATE,Photocatalytic degradation;Composite films;ZnO;Nickel nanoparticles;Photocatalysis,1
202204144.json,ENER,Biomass mixture;Kinetic parameter;Model-free method;Pyrolysis kinetics,11
202202993.json,PHYS;ENGI,QD-SOA;Conventional SOA;Input power dynamic range;Data pattern effect;40 Gb/s access network;Optical signal to noise ratio;NG-PON2;Cascaded SOAs,0
202203394.json,ENGI;COMP;MATE,recommender systems;attention mechanism;Artificial neural networks,1
202201653.json,HEAL,pelvic drop;neuromuscular training;whole-part sequence;running economy;recreational runners,0
202200941.json,ENGI;EART,Clay;State boundary surface;Constitutive model;Unsaturated soil;Sand,1
202204001.json,ARTS;COMP;SOCI,Part-of-speech tagging;Evaluation;Tagging;Information extraction,0
202201203.json,BIOC,PPI;Networks;Lung cancer metastasis;Protein-protein interaction;Proteomics;NECTIN2,0
202202585.json,MULT,,0
202200042.json,CENG;CHEM,Water splitting;Metal catalyst;Hydrogen evolution reaction;Nickel nanoparticles;Electrocatalyst,6
202200412.json,DECI;COMP;MATH;SOCI,,2
202202340.json,CHEM,,7
202200687.json,CENG;CHEM,Methanol;Ruthenium complex;CO2 conversion;DFT;Ethylenediamine,1
202201995.json,PHYS,Quark star;Charge,5
202202710.json,MULT,Hemodialysis;End stage renal disease;Resistance exercise;Systematic review;Intervention,0
202203802.json,COMP;MATE;PHYS,5G;Metasurface;phase gradient;reflector;millimeter wave,2
202203551.json,BIOC,,0
202201096.json,ARTS;SOCI,gender;Social media;body image;embodiment,0
202203101.json,ENER;ENGI;ENVI;BUSI,Quaternary blends;Turbocharged diesel engine;Combustion behaviours;Emission characteristics;Advanced injection timing;Engine performance,45
202203414.json,ENER,,0
202201429.json,MULT,"Free-standing, and binder-free electrode;Multilayered bacterial cellulose;Bacterial cellulose/reduced graphene oxide composite film",2
202201583.json,PSYC;MEDI,Psychiatry;Affective disorders;Oxidative and nitrosative stress;Inflammation;Neuro-immune;Major depression,3
202203044.json,ENGI;MATE,transdermal patch;deproteinized natural rubber;porous structure;natural rubber latex,3
202201079.json,ENGI;MATE,lightweight concrete;modular prefabrication;structural;lightweight aggregate;sentiment analysis;in-field implementation,0
202200238.json,MEDI,Seroprevalence;RSV;Infants;Reinfection;Young children,1
202202205.json,MEDI,CAD;CXR;AI;SDG;nursing;K E Y W O R D S: TB,0
202200392.json,MATE,Post-tensioned;Pre-cast concrete;Finite element analysis;Long-term deflection,3
202200668.json,ENGI;PHYS;BIOC;CHEM,pathogen quantification;pathogen detection;biosensors;electrochemical;medical diagnostics,6
202202655.json,PHAR,Phytochemistry;Medicine;Pharmacology;Annona squamosa;Traditional medicinal plant,3
202203947.json,MEDI;SOCI,Health communication;VR360;Media technology;Attitudes;Media production,0
202202985.json,SOCI;ENER;ENGI;COMP;ENVI,Saffron;WSN;Hydroponics;NFT;IoT,17
202203697.json,ARTS;ENVI;SOCI,landscape architecture in Thailand;landscape architecture profession;modern landscape architecture;landscape architecture,0
202204152.json,MEDI;ENVI;CHEM,,4
202201350.json,MEDI,Xylitol;Hemicellulose hydrolysis;Lignocellulose;Detoxification,0
202200812.json,PSYC,fine arts education;technology teaching;multimedia instruction;learning satisfaction;learning attitude,0
202201700.json,MEDI,Endocrine cancer;Radiotherapy;Breast cancer;Thyroid disease,0
202202086.json,CHEM,Gas chromatography;Adjustable perfume smell;Electrocoagulation;2-Phase electrochemical treatment;Electrochemistry,1
202200541.json,ECON;BUSI,,0
202200111.json,AGRI;BIOC;EART,physical performance;rehabilitation;fall;telemedicine;wearable devices;community;healthy elderly,1
202202439.json,MEDI,,1
202200404.json,ENVI,Material flows;informal e-waste dismantling;recyclable materials;Thailand;household electronic waste;benefit–cost analysis,1
202202069.json,ENGI;CENG;MATE,Chromolaena odorata;wound covering materials;electrospinning;Gelatin nanofibers;Siam weed;wound healing materials,3
202200054.json,SOCI;ECON;BUSI,,0
202202593.json,MULT,,0
202201215.json,AGRI;ENVI;EART,Recreational waters;Biomimicry;Stage-gate;New product development;Bibliometric study;Artificial habitats;Artificial coral reef;Coastal structures;Thailand;Innovation,1
202203228.json,COMP,YouTube;Gen-Y and Gen-Z Consumers;Thailand;Behavioral Responses;Product Placement;Video-game Streaming,0
202204017.json,AGRI;BIOC,Glycogen;Pigments;Cyanobacteria;Hydrogen;Poly(3-hydroxybutyrate),6
202200957.json,BIOC;MEDI,HER2-positive metastatic breast cancer;trastuzumab emtansine (TDM-1);safety;Asia;KAMILLA,3
202201645.json,AGRI;VETE,porcine circovirus type 2d (PCV2d);Malaysia;genotype shift;porcine circovirus type 2b (PCV2b);porcine circovirus type 2 (PCV2);pigs;porcine circovirus type 2a (PCV2a),3
202203678.json,AGRI;BIOC,antifilarial;moraceae;cardiac glycosides;Streblus asper Lour,0
202203382.json,CHEM,,3
202201491.json,ENGI;MATE,Shear strengthening;Finite element;Anchorage;Embedded through-section;Bond model,2
202203156.json,MEDI,Catheter-related complication;Macronutrient;Parenteral nutrition;Micronutrient;Metabolic-related complication,0
202203506.json,DENT,Soft lining material;Shore a hardness;Maximum pressure transmission,0
202200280.json,MULT,,1
202202747.json,MEDI,vectorcardiography;QRS area;QRS duration;CRT;cardiac resynchronization therapy,0
202203855.json,VETE,survival time;Dogs;pulmonary hypertension;degenerative mitral valve disease,1
202201868.json,ARTS,human-nature relationship;garden art;anthropocentrism;gardening;ecocentrism,0
202202317.json,ENGI,Aluminizing;high-temperature coatings;co-deposition,0
202202602.json,MULT,,0
202203910.json,ENGI;COMP;MATE,uncertainty of photovoltaic power;Distribution locational marginal price;prosumer;local energy trading market;optimization;distribution system operator,0
202202252.json,ENVI;MEDI,Serine metabolism;Gut microbiota;Reproductive health;Fetal growth retardation;Perfluorooctanoic acid,2
202200795.json,PHYS;CHEM,,3
202201887.json,BIOC,genomic instability;Alu siRNA;RdDM;Youth-DNA-GAPs;Alu methylation;human RNA-directed DNA methylation;HMGB1;global hypomethylation;AGO4,1
202203013.json,EART,Deepwater;Indosinian;Refolded folds;Permian;Triassic;Inversion,0
202203443.json,MATH,test of independence;incomplete data;contingency tables;uncertain data;EM algorithm,0
202201184.json,PHYS;MATH;COMP,volatile organic compound;isopropanol;biomarker;diabetes;optical sensor;molecularly imprinted polymer,2
202200146.json,MEDI,Transcatheter aortic valve implantation (TAVI);Aortic stenosis,0
202202481.json,IMMU;MEDI,TCR repertoire;ovarian cancer;TIL adoptive transfer;TIL expansion;T cells,2
202200516.json,MULT,,9
202202878.json,PHYS,,1
202200845.json,BIOC;CHEM;ENGI;PHYS;COMP,Convolutional Recurrent Network;Convolutional Encode-Decoder;speech quality;E2E speech processing;intelligibility,3
202201757.json,VETE;PHAR,freshwater crocodiles;pharmacokinetics;danofloxacin;high-performance liquid chromatography,1
202203290.json,ENER,Oxidation;LaMnxNi1-xO3-δ;Surface oxygen;5-Hydroxymethylfurfural;Selectivity,0
202201307.json,CENG;CHEM,CO hydrogenation;Hydrophilic property;Layered structure;Light olefins,1
202204105.json,ENVI;SOCI,Impact;Co-production;Social-ecological relations;Power relations;Transformative processes;Tensions,43
202200900.json,MATE;CHEM,resin composite;zirconia;phosphate-containing primer;shear bond strength,2
202201612.json,MEDI,Risk factor;Accidental falls;Falls in elderly;Thai elderly;Falls in older people,1
202202897.json,MEDI,lumbosacral degenerative disease;radiographic analysis;facet joint violation;clinical outcome;screw depth;screw accuracy;screw convergence;MIS-TLIF;computer-3D navigation,3
202203785.json,NEUR;MEDI,,2
202204040.json,BIOC;IMMU,,0
202201242.json,MEDI,,10
202200003.json,ENGI;CENG;CHEM,Amine blends;Equilibrium CO2 solubility;CO2 capture;CO2 absorption;Catalytic CO2 desorption,7
202202194.json,IMMU;MEDI,blood-borne infections;HIV;hepatitis B infection;hepatitis C infection;prisons;syphilis,0
202200453.json,MULT,,1
202200644.json,MULT,,3
202202679.json,PHYS,,0
202201956.json,ENGI,Catalytic pyrolysis;Softwood;Modified Ni-Dolomite;Bio-crude oil;Mesoporous basic catalyst;Cassava rhizome,13
202202383.json,PHYS;EART;SOCI,,0
202200214.json,COMP,finite element method;real-time physics;CCS Concepts;physically-based animation;elasticity;• Computing methodologies → Physical simulation,2
202202229.json,ENER;ENGI;MATH,quality control;bioethanol;ethanol specification;future perspectives;lignocellulosic ethanol,2
202203068.json,ENGI,PMBOK;Liquefied natural gas station;PMIS;Construction project;Project management,2
202201055.json,COMP,Interactive;Virtual Reality (VR);Chulalongkorn University Memorial Hall;Virtual tour;3D modeling,1
202203592.json,BUSI;SOCI,IGSCA;moral norms;complexity theory;perceived organizational support;hospitality and tourism employees;fsQCA;psychological ownership;social norms;past green behavior;Green practices in the workplace,19
202203438.json,DENT,resin-modified glass-ionomer cement;universal adhesive;silane coupling agent;resin composite,4
202201405.json,MEDI;BIOC;IMMU;PHAR,risk factors;multidrug resistance;Enterobacterales;community;mcr-9;urinary tract infection,3
202201110.json,MEDI,,0
202203087.json,ENER;PHYS,Density functional theory;Single atom catalysts;Nitrogen reduction reaction;Transition metal,7
202201540.json,NURS;MEDI,child;long-term care;home care services;caregivers;tracheostomy;health knowledge,0
202200701.json,MEDI,graduated medical education;radionuclide imaging;simulated daily readout,0
202201813.json,MEDI,periarticular injection;ketorolac;nonsteroidal anti-inflammatory drug;simultaneous bilateral total knee arthroplasty;analgesic ceiling,5
202202696.json,PHAR;BIOC;CHEM,coxsackievirus A16;hand foot and mouth disease;enterovirus A71;in silico drug design;3C protease,4
202203984.json,MEDI,Birth cohort;Neurodevelopment;Pregnant women;Farmworker;Organophosphate;Thailand;Pesticide,2
202200351.json,MULT,,3
202201393.json,MATE;CHEM,hydrolytic degradation;antimicrobial activity;photocatalytic degradation;titania;titanium silicon oxide;silica,1
202202946.json,PHYS,Supersymmetry and Duality;Extended Supersymmetry;Supersymmetric Gauge Theory,9
202201669.json,VETE,cardiac time intervals;dogs;phonocardiography;healthy;electrocardiography,0
202204191.json,MEDI,end-stage kidney disease;registries;chronic kidney disease;kidney replacement therapy;health information systems,6
202203654.json,MEDI,In vitro technique;Crofluidics;Fertility preservation;Ovarian follicle,0
202201239.json,PHYS;BIOC;CENG;CHEM,Colloidal stability;Lyophilization;Gold nanoparticles;Aggregation;Freezing,5
202203204.json,COMP,,0
202200582.json,AGRI;BIOC;MEDI,,13
202202045.json,ENGI,Fine aggregates replacement 20%;Failure pattern;E-Waste;CFRP sheets;Lateral strain;Strengthening;Axial strength,14
202200078.json,COMP,• Computing methodologies → Neural networks;CCS Concepts;Physical simulation,0
202202415.json,SOCI,Learning Atmosphere;School Comfort;Child-Friendly Schools;School Management Model;Child Nutritional Status,1
202200428.json,PHYS;EART,,6
202202100.json,CENG;MATE;CHEM,,4
202202550.json,BUSI,Tourism and hospitality enterprises;Service marketing strategies;Stan Shih's innovation smiling curve;Small border province;Thailand,15
202200097.json,MEDI,Critically ill;Acute kidney injury;Kidney replacement therapy;COVID-19;Wave,1
202202803.json,ENER;ENVI,Lemon basil straw;Cost estimation;Oyster mushroom;Antioxidant activity;Bioconversion;Valorization,3
202203711.json,COMP;ENGI,Induction lamp;Half-bridge resonant;Electrode Less;Power factor valley-fill,0
202203341.json,IMMU;MEDI,HIV treatment;HIV prevention;men who have sex with men (MSM);adolescents;HIV testing,1
202200994.json,MEDI,,16
202201686.json,SOCI,Islam;connected histories;Thailand;religious economy;Bangkok,0
202203195.json,MEDI,Gillies’ V-Y advancement flap;Dieffenbach’s advancement flap;Mustardé’s otoplasty;ear reconstruction;Bardach’s rotation flap,0
202201452.json,COMP;CENG;BIOC;CHEM,systemic lupus erythematosus;leaky gut;innate immunity,14
202204200.json,ARTS;SOCI,,1
202201002.json,MEDI,Acute respiratory failure;Acute kidney injury;Epidemiology;Intensive care unit,1
202202784.json,MEDI,Secondary school students;Mental health;COVID,1
202203896.json,DENT;MATE,Anti-biofilm effect;MDPB;MPC;Protein;Antibacterial activity,3
202200243.json,MEDI,Brugada syndrome;Ventricular arrhythmia;Catheter ablation;Sudden cardiac death,0
202200613.json,COMP;CENG;BIOC;CHEM,proteomics;indirect immobilisation Jagged-1;extracellular matrix;human dental pulp stem cells,0
202201901.json,MULT,,5
202200306.json,ECON;BUSI,innovative culture;board gender diversity;innovation;corporate governance;female board representation;Corporate culture,1
202200756.json,MEDI,,0
202203879.json,MATE,Structural;Cleaning;HCL;Ni foam;Morphology;Current collector,3
202201844.json,MEDI,GENETICS;ALZHEIMER-S DISEASE;APHASIA,0
202202291.json,CHEM,Solid state polymerization;Electrospinning;Metal ion detection;PVA;PEDOT,11
202201517.json,MEDI,COVID-19;Diabetes;Home isolation,4
202201147.json,MEDI,Grade point average;Medical students;Behavior;Smartphone,0
202203480.json,MEDI,prevention;AKI;surgery;Acute kidney injury;perioperative;biomarkers,0
202202442.json,COMP;CENG;BIOC;CHEM,microbiome;proinflammatory macrophages;mice;DSS‐induced mucositis;β‐glucans;extracellular flux,12
202200185.json,NURS,grounded theory;caregivers;schizophrenia;compassion fatigue,0
202202012.json,BIOC;NEUR;MEDI,Alpha-mangostin;Motor deficits;Parkinson’s disease;Nanoencapsulated lipid carriers;Substantia nigra,4
202203253.json,COMP;MATE;PHYS,,4
202200886.json,SOCI,corporate brand;brand orientation;non-profit sector;corporate communication;public sector,0
202201794.json,BUSI;ENVI;SOCI,peer group effects;agency theory;director compensation;managerial power theory;political connection,5
202202911.json,AGRI,Fresh produce;Qualitative food safety risk matrix model;Food risk assessment scheme comparison;Fruit and vegetable;Food safety risk map plotting matrix,1
202203603.json,COMP;MATH,social network analysis;software testing;network centrality;process improvement;defect analysis,0
202204129.json,MEDI,Bladder recurrence;Upper tract urothelial carcinoma;Nephroureterectomy,0
