title,query_subject,subjects,keywords,cited_by
"Correction to: Dental therapists as collaborators in the management of maxillofacial trauma (British Dental Journal, (2024), 237, 5, (411), 10.1038/s41415-024-7872-z)",DENT,Unknown,None,0
"Correction to: Evaluation of postgraduate foundation training for dental therapists: does participation enhance career prospects? (British Dental Journal, (2024), 10.1038/s41415-024-7718-8)",DENT,Unknown,None,0
"Frequency, amount, and supplementation of vitamin A food sources to enhance vitamin A sufficiency status among toddlers aged 12-59 months",DENT,Unknown,None,0
Exploring the relationship between maternal parenting styles and stunting prevention behaviors in children aged 3-5 years,DENT,Unknown,None,0
Integrated environmental and social assessment of alum-contaminated water in An Giang province,DENT,Unknown,None,0
Bake Hardening Behavior and Plastic-strain-dependent Elastic Modulus of Steel Sheets for Automotive Outer Panels,DENT,Unknown,None,0
Surface Defect Detection Method for Industrial Products Based on Photometric Stereo and Dual Stream Feature Fusion Network,DENT,Unknown,None,0
Test and Numerical Study on Blast Resistance of Main Girders Coated with Polyurea in Self-Anchored Suspension Bridges,DENT,Unknown,None,0
An Assessment of the Residual Stress of Pipelines Subjected to Localized Large Deformations,DENT,Unknown,None,0
Elucidations of Present Situation of Preparedness for Natural Disasters at Home in Japan and its Effective Factors,DENT,Unknown,None,0
correlation between rheumatoid arthritis and chronic periodontitis: a systematic review and meta-analysis,DENT,Unknown,None,1
"Correction to ‘the oral health landscape in Singapore: A commentary on key features, challenges and future policies’(Community Dent Oral Epidemiol., (2024), 52, (259–264), 10.1111/cdoe.12927)",DENT,Unknown,None,0
Prevalence of hypomineralized second primary molars and association with socioeconomic characteristics and dental caries in a Brazilian population of preschoolers: a cross-sectional study,DENT,Unknown,None,0
Strain and stress responses of the springback and rerounding processes of dented pipelines,DENT,Unknown,None,0
Ultimate internal pressure bearing capacity of unconstrained and constrained X80 oil and gas pipelines with three typical dents,DENT,Unknown,None,0
"Tailoring the Use of 8-Hydroxyquinolines for the Facile Separation of Iron, Dysprosium and Neodymium",EART,Unknown,None,0
TECHNOLOGY OF MINIMALLY INVASIVE SURGICAL CORRECTION FUNNEL-SHAPED DEFORMATION OF THE CHEST IN CHILDREN,EART,Unknown,None,0
"Risk Assessment of Rubber Tapping A Case Study: Pa Phayom District, Phatthalung Province, Thailand",EART,Unknown,None,0
Waitlist Outcomes for Pediatric Heart Transplantation in the Current Era: An Analysis of the Pediatric Heart Transplant Society Database,EART,Unknown,None,1
Reduced sleep quality defines a subtype of obsessive-compulsive disorder with lower Glx levels in the resting thalamus and worse response inhibition,EART,Unknown,None,0
Risk Prediction of Heart Disease using Deep SHAP Techniques,EART,Unknown,None,0
Volumetric Water Content and Soil Temperature Dependent Irrigation System: An IoT based Approach,EART,Unknown,None,0
"P rimary care A dherence T o H eart F ailure guidelines in D iagnosis, e valuation and R outine management (PATHFINDER): A randomised controlled trial protocol",EART,Unknown,None,2
Hybrid approach for end-stage heart failure treatment in a 6-month-old baby,EART,Unknown,None,1
Effect of electroacupuncture combined with rehabilitation training on hypertension: A systematic review and meta-analysis,EART,Unknown,None,1
An Effective Average Tax Rate as the Deciding Factor in Tax Competitiveness in the Context of Foreign Investment Influx,EART,Unknown,None,1
Application of endoscopic retrograde appendicitis therapy for acute appedictis in children,EART,Unknown,None,2
The role of cardiologist in the multidisciplinary approach of Gorlin Syndrome: report of a case of supraventricular arrhythmias,EART,Unknown,None,0
"Corrigendum to: Phenotyping heart failure patients for iron deficiency and use of intravenous iron therapy: data from the S wedish H eart F ailure R egistry (European Journal of Heart Failure, (2021), 23, 11, (1844-1854), 10.1002/ejhf.2338)",EART,Unknown,None,0
The Effectiveness of Spraying Nano Bone Ash and Palm Oil Empty Fruit Bunch Ash on Characteristics of Rice in Salibu System Plus Earthworms,EART,Unknown,None,0
The Research Progress and Problems of Rare Earth Elements of Rare Earth Rich Clay Rock Permian Xuanwei Formation in the Yunnan-Guizhou Border Region,EART,Unknown,None,1
Has the profile of heart transplantation recipients changed within the last three decades?,EART,Unknown,None,2
Endoscopic Treatment of GERD in Patients With Obesity,EART,Unknown,None,0
A CEGAR-Based Static-Dynamic Approach to Verifying Full Regular Properties of C Programs,EART,Unknown,None,0
The soil crisis: the need to treat as a global health problem and the pivotal role of microbes in prophylaxis and therapy,EART,Unknown,None,82
Longitudinal trends and outcomes of adult heart transplantation in the U.S.,EART,Unknown,None,1
"Corrigendum to: Role of cardiovascular imaging in cancer patients receiving cardiotoxic therapies: a position statement on behalf of the H eart F ailure A ssociation (HFA), the E uropean A ssociation of C ardiovascular I maging (EACVI) and the Cardio-Oncology C ouncil of the E uropean S ociety of C ardiology (ESC) (European Journal of Heart Failure, (2020), 22, 9, (1504-1524), 10.1002/ejhf.1957)",EART,Unknown,None,1
A Survey on Text Mining Tools and Techniques support early testcase prediction,EART,Unknown,None,0
Use of li ght fraction as h an d inter-shale cla y in the pro duction of eart hqua ke-resistant bric ks,EART,Unknown,None,4
"An Assessment of the Temporal Variability in the Annual Cycle of Daily Antarctic Sea Ice in the NCAR Community Earth System Model, Version 2: A Comparison of the Historical Runs With Observations",EART,Unknown,None,8
Multi-agent simulation of the Moroccan Takaful insurance sector,EART,Unknown,None,2
Development of Sex-Stratified Prediction Models for Recurrent Venous Thromboembolism: A Danish Nationwide Cohort Study,EART,Unknown,None,15
The simulation performance analysis of the EAHE open system with finned iron pipes,EART,Unknown,None,1
Endoscopic Therapy for GERD,EART,Unknown,None,0
Investigations of atomic disorder and grain growth kinetics in polycrystalline La<inf>2</inf>Zr<inf>2</inf>O<inf>7</inf>,EART,Unknown,None,16
Apply GNSS-reflectometry technique for wind retrieval in typhoon condition,EART,Unknown,None,0
Validation of a novel single lead ambulatory ECG monitor – Cardiostat™ – Compared to a standard ECG Holter monitoring,EART,Unknown,None,37
Hybrid data regression model based on the generalized adaptive resonance theory neural network,EART,Unknown,None,3
Statistical Prediction of Probable Seismic Hazard Zonation of Iran Using Self-organized Artificial Intelligence Model,EART,Unknown,None,4
Earth's insolation variation and its incorporation into physical and mathematical climate models,EART,Unknown,None,24
The New Renewable Energy Consumption Policy of Rare Earth Metals to Build Indonesia's National Energy Security,EART,Unknown,None,10
Environmental education research in Brazil: some highlights from theses and dissertations,EART,Unknown,None,4
Homeostasis model assessment of insulin resistance in non-diabetic heart failure patients: A case-control investigation at tertiary care Hospitals of Karachi,EART,Unknown,None,3
"Emergency airway response team (EART) documentation criteria, feasibility, and usability",EART,Unknown,None,4
Emergency Airway Response Team Simulation Training: A Nursing Perspective,EART,Unknown,None,7
Adaptive Network Trained Controller for Automotive Steering Systems,EART,Unknown,None,0
Viscosity prediction of the carbon dioxide loaded aqueous solutions of alkanolamines: Thermodynamic approach,EART,Unknown,None,0
Viscosity prediction of the carbon dioxide loaded aqueous solutions of alkanolamines: Thermodynamic approach,EART,Unknown,None,0
Grain scale rare eart element distribution in coal fry ash,EART,Unknown,None,0
Novel endoscopic antireflux procedures: Do they have a role in patients with hiatus hernia?,EART,Unknown,None,0
Evaluation of a Single Family Low Energy Building in Cold Climate,EART,Unknown,None,2
"Counselling with reality therapy, second edition",EART,Unknown,None,1
Early antiretroviral treatment (eART) limits viral diversity over time in a long-term HIV viral suppressed perinatally infected child,EART,Unknown,None,15
Clinical outcomes with ABO antibody titer variability in a multicenter study of ABO-incompatible kidney transplantation in the United Kingdom,EART,Unknown,None,17
Modeling Physical Stability of Amorphous Solids Based on Temperature and Moisture Stresses,EART,Unknown,None,24
Endoscopic Options for Gastroesophageal Reflux: Where Are We Now and What Does the Future Hold?,EART,Unknown,None,12
A next-generation sequencing approach to identify gene mutations in early- and late-onset hypertrophic cardiomyopathy patients of an Italian cohort,EART,Unknown,None,25
Technical Note: Evaluation of a 160-mm/256-row CT scanner for whole-heart quantitative myocardial perfusion imaging,EART,Unknown,None,16
"Comprehensive Emergency Airway Response Team (EART) training and education: Impact on team effectiveness, personnel confidence, and protocol knowledge",EART,Unknown,None,18
ACROSS: A framework for multi-cultural interlinking of web taxonomies,EART,Unknown,None,3
"Missed opportunities of inclusion in a cohort of HIV-infected children to initiate antiretroviral treatment before the age of two in West Africa, 2011 to 2013",EART,Unknown,None,16
Early Initiation Rather Than Prolonged Duration of Antiretroviral Therapy in HIV Infection Contributes to the Normalization of CD8 T-Cell Counts,EART,Unknown,None,59
Product-level performancemodels for the tandem-lmission: Forest structure case study,EART,Unknown,None,3
Invited Commentary: Pulmonary Regurgitation in Tetralogy of Fallot: Can Circulatory Modeling Help Us Avert Right Ventricular Failure?,EART,Unknown,None,0
Room impulse response simulation based on equal-area ray tracing,EART,Unknown,None,3
EART: Enhancing an energy aware routing protocol in cluster based wireless sensor networks,EART,Unknown,None,4
A novel acute retroviral syndrome severity score predicts the key surrogate markers for HIV-1 disease progression,EART,Unknown,None,18
"""Socotra - The island of dragon's blood"" - Exhibition of photographys by Herman Iżycki at the Museum of the Eart PAS",EART,Unknown,None,0
Oxygen diffusion in Sr<inf>3</inf>YCo<inf>4</inf>O<inf>10.5</inf>: An electrical conductivity relaxation and thermogravimetric analysis approach,EART,Unknown,None,9
Emissivity analyses of materials candidate for Eart's atmosphere re-entry from space missions,EART,Unknown,None,2
Exploring environmental model catalogs,EART,Unknown,None,2
Investigation of seismic performance of multi-storey timber buildings within the framework of the series project,EART,Unknown,None,1
"Vaticaffinol, a resveratrol tetramer, exerts more preferable immunosuppressive activity than its precursor in vitro and in vivo through multiple aspects against activated T lymphocytes",EART,Unknown,None,9
"Significant reduction in mitral regurgitation after transcatheter aortic valve implantation in a patient with severe degenerative aortic valve disease, moderate to severe mitral regurgitation, and normal ejection fraction",EART,Unknown,None,4
Effects of J<inf>2</inf> perturbations on multi-tethered satellite formations,EART,Unknown,None,1
Antioxidant response after the operations for congenital heart diseases,EART,Unknown,None,2
Cardiac transthyretin amyloidosis,EART,Unknown,None,121
Induced pluripotent stem cells for cardiac repair,EART,Unknown,None,33
Infrared study of Er<sup>3+</sup>/Yb<sup>3+</sup> co-doped GeO<inf>2</inf>-PbO-Bi<inf>2</inf>O<inf>3</inf> glass,EART,Unknown,None,22
EART: Energy aware routing algorithm for realizing the reliability and timeliness in wireless sensor networks,EART,Unknown,None,2
The European energy crisis and the US natural gas market dynamics: a structural VAR investigation,ECON,Unknown,None,0
"Corrigendum to “Rural road stimulus and the role of matching mandates on economic recovery in China” [J. Dev. Econ. 166, (January 2024), 103211](S0304387823001670)(10.1016/j.jdeveco.2023.103211)",ECON,Unknown,None,0
